您主要是对胸部哪里不满意的呢	0, ,0, ,0, ,1, ,0, ,0, ,0, ,0, ,0
您这边是打算什么时候取环呢	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
您好，我是鹏程吉助理，有什么能帮到您	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
具体需要来医院亲自面诊设计的	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
唇毛  毛发比较稀疏 细软        而且在脸上	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
嗯，好的，请问您眉间纹  嘴角纹是面无表情也很明显，还是脸上有表情的时候 皱纹更明显呢	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
有去医院检查过自己的斑是什么类型的吗	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
您好，痣是在面部哪个位置	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
根据您是具体属于那种情况，再给您针对性的的做个鼻子的矫正，效果是非常不错的哦 	0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,1
请问考虑的怎么样了呢	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
嗯，是什么时候做的检查呢？	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
您现在多大年龄了呢，有几颗牙齿这样呢	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
您打算到深圳做下巴吗？	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
都是主任级别以上的医生给您注射的	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
m22王者之心针可以祛斑，还能够改善各种皮肤问题，安全性高，治疗后恢复快，不太会影响您的工作和生活	0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,1
这样啊，这边帮您申请一个吧，稍后把优惠码和地址发您手机上，您要是有安排到时间过来的话可以回复短信联系	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
我帮您预约这个优惠 给您发一个预约号和地址	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
您这边的话的最好还是来院做一个检查的	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
您好，您是想脱哪个部位？	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
腹壁整形之前有去医院面诊了解过吗？	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
您餐后血糖多少呢	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
稍后我发路线给你	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
发给您了，收到了吗	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
您好，我先了解一下你的情况在帮您详细解答	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
我马上帮您核实	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
是的 您电话多少呢？我这边帮您预约一个时间 过来面诊？	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
好的，瘦脸针的话主要是针对咬肌肥厚的情况的，这个是属于针剂注射的方式，是很常规的微整形类项目	0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,1
鹏程医院地址：深圳市罗湖区笋岗东路3013号长虹大厦1-4楼。    导航：长虹大厦    公车：帝豪酒店    地铁：梅林线园岭站c出口	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
每天参与活动的名额有十名，你今天看下有时间，我给你申请下，你来院进一步了解下自身的情况	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
嗯，冒昧的问下您今年多大年纪呢	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
宝宝的面积比较小，如果是治疗的话，第一次的费用大概在一千左右的，具体的费用情况是需要到院专家的实际的检测评估的，	0, ,0, ,0, ,0, ,0, ,0, ,0, ,1, ,0
如果不方便打字，可以添加我的微信13798470084，或是拨打我的电话	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
面积有多大了恩？	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
治疗的费用和病情是呈正比的，你现在白斑面积多大？我了解下情况	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
咱们可以通过自体脂肪填充眼部，起到填充及塑形的作用，很有效果的 	0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,1
针对称呼您呢？针对不同的因素 采用的治疗方式不同收费也是不一样的	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
尅给您发一些资料	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
好的呢，您这边是什么时候有时间安排过来呢	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
嗯嗯，我们医院阴道紧缩是有两种方式  一是微创手术  二是仪器设备的	0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,1
好的这个很理解您的，所以您需要选择正规的医院	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
深层的补水里面加了很多皮肤营养成分有玻尿酸 修复因子 美白成分等哦 	0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,1
这边您的电话是多少呢，我帮你登录预约系统看一下你的朋友有没有帮你预约	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
你多大年龄了， 以前有没有出现过类似的情况呢	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
嗯，现在胸部是什么情况呢	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
线型的还是填充的，具体在什么部位呢？	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
请问你是男性还是女性朋友呢？	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
张医生休假 联系助理也可以的	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
这个刚才你有说过了	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
可以语音给您讲解	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
你在我们医院登记的电话号码是？  我帮您查询下	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
那您没有生育之前穿多大罩杯内衣呢？身高体重分别多少呢	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
好的，是什么时候开始有的黑眼圈	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
这几天有空过来做治疗不？	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
咱们医院主要采用自体细胞注射法祛凹陷性疤痕，这是目前修复凹陷性疤痕先进、有效的方法，安全、生理、自然，而且疗效是持久性的，无排异反应及其他副作用 	0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,1
面积有多大啊	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
价格是根据你的具体哪些部位来定的， 上唇我们现在活动是380	0, ,0, ,0, ,0, ,0, ,0, ,0, ,1, ,0
您主要是想改善哪个部位的脂肪堆积问题呢？	0, ,0, ,0, ,1, ,0, ,0, ,0, ,0, ,0
之前用过什么方式治疗的？	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
你可以加一下我微信，或者记一下皮肤科电话	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
我是广州中家医整形美容医院曾真，很高兴能跟您对话，有什么可以帮到您呢？	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
那可以来医院详细面诊检查一下，我们有专业的皮肤医生帮你做皮肤的面诊检查	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
这边我详细了解您的情况 稍后给您建议	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
我院地址是深圳市罗湖区笋岗东路3013号长虹大厦，帝豪酒店的斜对面。地铁9号线园岭站c出口出，直行300米左右	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
是前臂  上臂和大小腿部位的	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
这种情况大概有多久了呢	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
你有去医院检查过吗？	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
治疗几次是需要来医院做皮肤检测，专家帮你看了才知道的	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
您的牙齿是什么问题呢？	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
我们医院在广州市越秀区中山医科大学傍边	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
出现多久了，平时有腰酸，小腹坠痛吗？	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
鼻子不高，就是鼻根比较低，照相的时候，不显立体感	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
是前額還是頭頂部位有出現稀疏、？	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
请问怎么称呼您呢？您今年多大年龄呢？	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
小唐你好	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
我这边有毛囊炎 囊肿这些病例图片 你有微信吗 我发给你你对比自己先看下	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
我们在新闻路259号。，你微信多少呢？我加你，给你发个医院定位！你有不清楚的也可以咨询	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
请问您耳垂基础如何呢？	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
之前有顺产过吗	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
是一个套餐，我发给你看下，你微信多少呢？  是图片这边发不了的	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
嗯 你这边方便来上海吗？	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
不会的呢我们这里正规医院您完全可以放心的哦	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
你好 是的	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
您微信多少，我加您，您发痘印的照片我看下，再给您介绍	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
身高体重现在多少呢，	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
这边也是为了更好帮到你 不要误会 冒昧的问下你今年多大了呢	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
请问您的年龄是  是感觉腰腹脂肪堆积吗	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
到正规医院做的话，是不会有什么后遗症的	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
您身高是多少呢	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
一般资质比较好的医院都在省会	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
我稍后先看一下您的情况	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
孕前检查都是要做的，常规的妇检还有优生优育的检查	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
针对下巴的手术有很多，像瘦下巴、双下巴、丰下巴、下巴吸脂等都是可以做的哦	0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,1
您之前有面诊过么？	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
您之前是有来过咱们医院吗？主要是想改善皮肤什么问题呢	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
这边帮您看看	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
您好 我是潘助理  请问有什么可以帮到您	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
也是免费的	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
你的不好加	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
2千一次	0, ,0, ,0, ,0, ,0, ,0, ,0, ,1, ,0
还在线	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
牙齿是什么问题呢	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
您好 这边是深圳鹏程医院的 怎么称呼你呢？	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
那很方便的，打车或者坐地铁都能到	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
这样 我加您微信 看看您的眼部的疤痕的情况先吧	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
是什么颜色的	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
是顺产还是剖腹产呢？	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
具体都是什么颜色呢	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
好的，您之前来过咱们医院是吗	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
从小就有吗？	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
假体隆鼻的手术方式有：硅胶自然隆鼻，膨体精雕隆鼻等 效果都是挺好的	0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,1
你现在别急，我先了解下你的情况	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
您看29-30号回来到时候可以提前联系我的	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
那你现在是有些过于敏感了，有到医院检查过么，不行的话可以通过就医的方法降低性兴奋程度	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
咱们可以采用激光祛蝴蝶斑，利用激光将色素沉着组织进行分解，在不损伤正常皮肤情况下，利用皮肤的自然修复将剩余色素颗粒排出体外，达到消除蝴蝶斑的目的 	0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,1
嗯您的身高比例来看确实脂肪比较多	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
白斑有多大面积呢？	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
很多在佛山做失败都过来我们医院修复呢	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
可以的 取假体是需要五千到一万不等的 主要是看您的胸部的基础的亲	0, ,0, ,0, ,0, ,0, ,0, ,0, ,1, ,0
请问您平时是否做过皮肤保养？全面部松弛还是局部皱纹？	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
请问你打算近期改善吗》？	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
嗯，目前恢复的还算可以，这个情况在我院是很常见的，是可以康复的，你这样吧，留个你的联系电话，稍后把你的病情向医生汇报，请医生帮你分析讲解，你可以听听医生给你的建议，该怎么治疗最佳，相信你有辨别的能力，之后无论你去哪里治疗的都避免走治疗的误区，避免耽误病情，你看呢？	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
您有去面诊过医生适合做哪个方式了吗，需要做几次了吗	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
那考虑是癣的	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
您好，是的，脱毛是我们医院的常规项目，您是 想改善哪个部位的毛发呢	0, ,0, ,0, ,1, ,0, ,0, ,0, ,0, ,0
打算近期做是吗	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
没有看到	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
以前有出现过吗，平时白带多吗，白带是什么颜色，有无瘙痒异味呢》	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
那您是在哪里了解到的眼综合呢？	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
您姓名、电话、来院时间发给我	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
我们鹏程医院二十多年，每天都有人做自体脂肪填充，是能保障安全和效果的	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
这个您放心，不是医生不能上岗的	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
还有一个体验项目的， 腋下脱毛99  包年	0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,1
请问您是想咨询了解哪方面的问题呢？	0, ,0, ,0, ,1, ,0, ,0, ,0, ,0, ,0
这样吧  你用微信吗   我加你  发一些案例你看一下吧	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
正是很有韵味的年纪的   您之前有去医院看过是什么性质的斑点吗？	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
嗯嗯 您之前来过北京丽都医院吗	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
你是哪里的患者呢？区号是多少呢？	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
您好　请问您还在吗？	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
好的，针对黑眼圈，我们广州中家医家庭医生整形医院有专门的皮肤养护中心	0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,1
植发费用根据种植所需要的毛囊单位数量和选择适合的技术方案综合计算的	0, ,0, ,0, ,0, ,0, ,0, ,0, ,1, ,0
到院一楼前台出示您的手机号就可以面诊了，面诊检查不收费。	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
你目前身高、体重多少呢？	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
您是天生比较黑 还是想要达到更白的效果 是有根据自身情况到专业医院面诊 医生建议您做水光美白的吗	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
您对于术后的要求是喜欢自然还是宽一点的呢？	0, ,0, ,0, ,1, ,0, ,0, ,0, ,0, ,0
费用这块之前有没有了解过呢？	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
这样吧，您微信是多少呢，我加您，您可以发张您的照片过来，我帮您看一下您的鼻部情况  帮您从专业角度分析一下的	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
这个是我的微信，您加我吧、	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
现在身高体重是多少呀	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
您好请问您是想咨询了解哪方面的问题呢？	0, ,0, ,0, ,1, ,0, ,0, ,0, ,0, ,0
张女士你好	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
嗯 您做了什么检查呢	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
超声刀或者线雕的话，主要改善面部松弛 下垂，达到紧肤除皱的一个效果  	0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,1
要给医生检查才能确定从哪里开刀的	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
我们在深圳罗湖 你在哪里呢	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
原价四千多呀	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
近期网络预约激光祛痘体验只需要38的	0, ,0, ,0, ,0, ,0, ,0, ,0, ,1, ,0
我了解一下您的情况，给你更好的建议	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
好的 您核对一下电话，我给你打过去	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
想要近期做吗	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
我短信 发送地址和预约号给你了，收到了吗	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
请问您主要对下巴哪方面不是满意? 	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
孩子的白斑部位有皮屑吗	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
那您现在怎么考虑呢	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
症状出现多久了	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
方便的话可以提示一下微信，我这边添加你，你发一张你的照片我看看你的情况，然后再给你评估一下费用，同时给你发几个我院实际种植的案例效果给你看看	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
嗯选择正规医院是很重要的哦	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
那这样吧，你明天有空过来先面诊检查一下	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
您可以地铁过来的	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
所以建议您还是先考虑好了，在决定是否做治疗	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
恩恩。您这边这几天有时间过来没有呢	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
斑点长多久了呢	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
您好 脂肪丰胸不但可以丰胸，还可以瘦身，一举两得，并且脂肪丰胸的效果非常自然，逼真，是非常好的丰胸方式	0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,1
请问您是对您的鼻部是怎么不满意呢？是对鼻梁的高度不满意吗？对鼻翼和鼻头还满意吗？	0, ,0, ,0, ,1, ,0, ,0, ,0, ,0, ,0
或是你的微信是多少 我加你	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
胸部是天生发育不良吗	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
您好，我们鹏程整形医院针对痘痘，痘印的研究治疗都是非常权威的，这个您可以放心开展都有二十几年了	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
鹏程无痕双眼皮980元起，三四千到六七千不等，甚至上万的都有的，要看您适合哪种做法，	0, ,0, ,0, ,0, ,0, ,0, ,0, ,1, ,0
方便电话介绍吗？	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
好的 那您这边有不清楚的我们再沟通	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
你是有什么症状呢？	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
您是想要改善什么问题	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
你近期有准备改善吗？	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
以前有没有过这样的情况？	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
请问你是打算什么时候来呢	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
或者方便我加您微信，您安排好时间联系我，有疑问咨询我也方便的	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
您目前在哪里的？明天有时间来院面诊检测吗？	0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,0
是哪个助理呢	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
不需要的，我给您系统上约好的，您到时候来的时候核对预约号码就可以了的，您下车公交车就能看到我们医院的，东风东路660号	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
我加下您 ，方便您详细了解	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
你现在自己测了怀孕的吗》还是到医院检查过了？	1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0
多大年龄呢？	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
您好，我是吉助理，怎么称呼您呢？您想脱哪个部位呢	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
那医生是怎么建议您的呢	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
我的微信是1891155010 您微信是多少	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
口碑非常好的	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
我先帮你分析一下你的情况	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
您有微信吗？可以发张找帮你先分析看看	0, ,0, ,0, ,0, ,1, ,0, ,0, ,0, ,0
我们这边需要了解一下亲的眼部基础情况，现在眼皮会有比较浮肿或松弛下垂等情况吗？	0, ,0, ,1, ,0, ,0, ,0, ,0, ,0, ,0
这个价格都是很便宜的哦，您可以了解一下的呢	0, ,0, ,0, ,0, ,0, ,0, ,0, ,1, ,0
请问您现在身高、体重分别是多少呢？肥胖是从什么时候开始的呢？	0, ,0, ,0, ,0, ,0, ,1, ,0, ,0, ,0
19岁还是很年轻的	0, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0
